,Week_ending,Uid code,Brand new,Size short,Diet dummy,Container,quantity,amount,ND,Sale,PoS
985,201521,8,Other,350ml,0,Can,80951,3040498.0,0.452631579,37.55973366604489,0.009405611066113716
986,201521,9,Other,350ml,0,Glass,31794,3333678.0,0.810526316,104.85242498584638,0.0036941112306953525
987,201521,10,Other,350ml,1,Can,272910,7478355.0,0.389473684,27.402275475431463,0.031709124236304606
988,201521,11,Other,350ml,1,Glass,176,20838.0,0.073684211,118.39772727272727,2.0449253840422156e-05
989,201521,13,Syeda,350ml,0,Can,4127,207913.0,0.094736842,50.378725466440514,0.00047951176476944456
990,201521,14,Syeda,350ml,0,PET,177,10410.0,0.010526316,58.813559322033896,2.056544278269728e-05
991,201521,15,Syeda,350ml,1,PET,159476,17416866.0,0.936842105,109.2130853545361,0.018529347758267978
992,201521,16,Orangina,350ml,0,Can,578,35174.0,0.031578947,60.85467128027682,6.715720863502276e-05
993,201521,19,Calpis,350ml,0,Can,1790,86568.0,0.052631579,48.36201117318436,0.00020797820667247535
994,201521,20,Cc,350ml,0,Can,1486,75074.0,0.052631579,50.520861372812924,0.00017265676822083708
995,201521,22,Pepsi,350ml,0,Can,52,3480.0,0.021052632,66.92307692307692,6.041824998306546e-06
996,201521,23,Pepsi,350ml,1,Can,32,2304.0,0.021052632,72.0,3.7180461528040286e-06
997,201521,24,Sun L.,350ml,1,Can,226,24106.0,0.010526316,106.66371681415929,2.625870095417845e-05
998,201521,25,Coca,350ml,0,Can,26390,1616347.0,0.326315789,61.24846532777567,0.0030662261866405724
999,201521,26,Fanta,350ml,0,Can,10203,568180.0,0.242105263,55.687542879545234,0.0011854757780331094
1000,201521,28,Coca,350ml,1,Can,2058,129658.0,0.157894737,63.00194363459669,0.00023911684320220908
1001,201521,29,Mets,350ml,0,Can,1348,52378.0,0.063157895,38.85608308605341,0.0001566226941868697
1002,201521,30,Mets,350ml,1,Can,10030,473809.0,0.094736842,47.239182452642076,0.0011653750910195126
1003,201521,32,Other,450ml,0,PET,4938,256258.0,0.042105263,51.895099230457674,0.0005737409969545716
1004,201521,34,Other,450ml,0,Glass,56,10410.0,0.042105263,185.89285714285714,6.50658076740705e-06
1005,201521,36,Orangina,450ml,0,PET,1029499,83156073.0,1.0,80.7733402363674,0.11961639988329982
1006,201521,38,Sun L.,450ml,0,PET,1355119,113976408.0,0.989473684,84.10804364782724,0.15744984326692632
1007,201521,39,Ito,450ml,0,PET,9699,824742.0,0.242105263,85.03371481596041,0.001126916551126446
1008,201521,44,Other,500ml,0,Can,1664,137944.0,0.010526316,82.89903846153847,0.00019333839994580947
1009,201521,45,Other,500ml,0,PET,14480,1183788.0,0.178947368,81.75331491712707,0.0016824158841438229
1010,201521,46,Other,500ml,1,PET,73523,5420985.0,0.389473684,73.7318254151762,0.00854255960289408
1011,201521,47,Other,500ml,0,Bottle_Can,892,82388.0,0.042105263,92.36322869955157,0.00010364053650941229
1012,201521,48,Other,500ml,1,Bottle_Can,1482,122810.0,0.010526316,82.86774628879893,0.00017219201245173658
1013,201521,49,Syeda,500ml,0,PET,1042082,84047491.0,1.0,80.65343322310528,0.12107840534394773
1014,201521,50,Syeda,500ml,1,PET,158756,13208765.0,0.778947368,83.20167426742927,0.018445691719829887
1015,201521,51,Syeda,500ml,0,Can,1889,123009.0,0.094736842,65.11858125992589,0.0002194809119577128
1016,201521,53,Ito,500ml,0,PET,57608,5817777.0,0.621052632,100.98904666018609,0.006693412586585452
1017,201521,54,Ito,500ml,0,Can,4,272.0,0.010526316,68.0,4.647557691005036e-07
1018,201521,56,Calpis,500ml,0,PET,362827,30976287.0,0.957894737,85.37481223833949,0.0421564853588571
1019,201521,57,Calpis,500ml,0,Can,126,9514.0,0.010526316,75.5079365079365,1.4639806726665862e-05
1020,201521,59,Cc,500ml,0,Can,352,23142.0,0.052631579,65.74431818181819,4.089850768084431e-05
1021,201521,60,Cc,500ml,0,PET,609372,51670953.0,1.0,84.79377621551367,0.070802288132078
1022,201521,61,Cc,500ml,1,PET,16235,1388076.0,0.410526316,85.49898367724053,0.0018863274778366688
1023,201521,62,Pepsi,500ml,0,Can,132,10882.0,0.010526316,82.43939393939394,1.5336940380316616e-05
1024,201521,63,Pepsi,500ml,0,PET,9315,767887.0,0.115789474,82.43553408480945,0.0010822999972927977
1025,201521,64,Pepsi,500ml,1,PET,815355,76011683.0,1.0,93.22526138921083,0.09473523502873527
1026,201521,65,Sun L.,500ml,0,Can,2,164.0,0.010526316,82.0,2.323778845502518e-07
1027,201521,66,Coca,500ml,0,PET,1497216,123212594.0,1.0,82.29446786569206,0.17395994339739487
1028,201521,67,Coca,500ml,0,Can,31657,2276229.0,0.263157895,71.90286508513125,0.00367819334560366
1029,201521,68,Fanta,500ml,0,Can,5241,342437.0,0.2,65.33810341537874,0.0006089462464639347
1030,201521,69,Fanta,500ml,0,PET,897679,73585519.0,1.0,81.9730872617049,0.10430037351259273
1031,201522,0,Other,400ml,0,Can,262,27964.0,0.063157895,106.73282442748092,3.290782593317551e-05
1032,201522,2,Other,400ml,0,Glass,2387,327651.0,0.284210526,137.26476749057394,0.0002998129026812593
1033,201522,4,Other,400ml,0,Bottle_Can,1820,194175.0,0.021052632,106.68956043956044,0.00022859634808541766
1034,201522,8,Other,350ml,0,Can,74318,2788288.0,0.463157895,37.51834010603084,0.009334518350006631
1035,201522,9,Other,350ml,0,Glass,26179,2798649.0,0.8,106.90435081553917,0.0032881449431473348
1036,201522,10,Other,350ml,1,Can,234220,6486821.0,0.410526316,27.695418836990864,0.02941859156514644
1037,201522,11,Other,350ml,1,Glass,176,23924.0,0.063157895,135.9318181818182,2.2106020474194234e-05
1038,201522,13,Syeda,350ml,0,Can,1813,96713.0,0.094736842,53.344180915609485,0.0002277171313620122
1039,201522,14,Syeda,350ml,0,PET,96,5679.0,0.010526316,59.15625,1.2057829349560491e-05
1040,201522,15,Syeda,350ml,1,PET,144814,15743246.0,0.936842105,108.71356360572872,0.018188984369033885
1041,201522,16,Orangina,350ml,0,Can,457,29440.0,0.031578947,64.42013129102844,5.740029179947026e-05
1042,201522,19,Calpis,350ml,0,Can,1624,85240.0,0.052631579,52.48768472906404,0.000203978279830065
1043,201522,20,Cc,350ml,0,Can,824,46384.0,0.052631579,56.29126213592233,0.00010349636858372756
1044,201522,22,Pepsi,350ml,0,Can,56,3798.0,0.021052632,67.82142857142857,7.03373378724362e-06
1045,201522,23,Pepsi,350ml,1,Can,22,1650.0,0.021052632,75.0,2.7632525592742793e-06
1046,201522,24,Sun L.,350ml,1,Can,224,23798.0,0.010526316,106.24107142857143,2.813493514897448e-05
1047,201522,25,Coca,350ml,0,Can,20067,1294503.0,0.315789474,64.50904470025415,0.0025204631412253167
1048,201522,26,Fanta,350ml,0,Can,6966,402678.0,0.242105263,57.8062015503876,0.0008749462421774832
1049,201522,28,Coca,350ml,1,Can,2153,137879.0,0.157894737,64.04040873200186,0.00027042194364170565
1050,201522,29,Mets,350ml,0,Can,7652,367126.0,0.063157895,47.97778358599059,0.0009611094810712175
1051,201522,30,Mets,350ml,1,Can,15643,751070.0,0.094736842,48.01316882950841,0.0019647981720330708
1052,201522,32,Other,450ml,0,PET,1496,79558.0,0.010526316,53.18048128342246,0.000187901174030651
1053,201522,34,Other,450ml,0,Glass,66,12628.0,0.031578947,191.33333333333334,8.289757677822838e-06
1054,201522,36,Orangina,450ml,0,PET,971592,78778980.0,1.0,81.08236790751674,0.12203427638956435
1055,201522,38,Sun L.,450ml,0,PET,1200302,100592439.0,1.0,83.80594133809657,0.15076079879100165
1056,201522,39,Ito,450ml,0,PET,5173,444348.0,0.231578947,85.89754494490624,0.0006497411585966294
1057,201522,44,Other,500ml,0,Can,1806,150628.0,0.010526316,83.40420819490586,0.00022683791463860677
1058,201522,45,Other,500ml,0,PET,14802,1190468.0,0.189473684,80.42615862721254,0.0018591665628353584
1059,201522,46,Other,500ml,1,PET,60914,4531784.0,0.410526316,74.3964277505992,0.007650943927074248
1060,201522,47,Other,500ml,0,Bottle_Can,840,76832.0,0.042105263,91.46666666666667,0.00010550600680865431
1061,201522,48,Other,500ml,1,Bottle_Can,1620,134720.0,0.010526316,83.1604938271605,0.0002034758702738333
1062,201522,49,Syeda,500ml,0,PET,1053562,84843123.0,1.0,80.52978657164932,0.1323299042206422
1063,201522,50,Syeda,500ml,1,PET,176293,14698593.0,0.789473684,83.3759309785414,0.022142821974188206
1064,201522,51,Syeda,500ml,0,Can,1047,71537.0,0.094736842,68.32569245463229,0.00013150570134364413
1065,201522,53,Ito,500ml,0,PET,48674,4975260.0,0.621052632,102.21596745695854,0.006113570685005286
1066,201522,54,Ito,500ml,0,Can,10,680.0,0.010526316,68.0,1.2560238905792178e-06
1067,201522,56,Calpis,500ml,0,PET,314469,26888625.0,0.957894737,85.50485103460119,0.039498057684655606
1068,201522,57,Calpis,500ml,0,Can,110,8242.0,0.021052632,74.92727272727272,1.3816262796371398e-05
1069,201522,59,Cc,500ml,0,Can,96,8166.0,0.042105263,85.0625,1.2057829349560491e-05
1070,201522,60,Cc,500ml,0,PET,575475,48870224.0,1.0,84.92154133541857,0.07228103484310755
1071,201522,61,Cc,500ml,1,PET,15740,1373927.0,0.389473684,87.28888182973317,0.001976981603771689
1072,201522,62,Pepsi,500ml,0,Can,90,7602.0,0.010526316,84.46666666666667,1.1304215015212961e-05
1073,201522,63,Pepsi,500ml,0,PET,12518,988978.0,0.105263158,79.00447355807637,0.001572290706227065
1074,201522,64,Pepsi,500ml,1,PET,760804,71488780.0,1.0,93.96477936498756,0.09555880000482313
1075,201522,65,Sun L.,500ml,0,Can,20,988.0,0.010526316,49.4,2.5120477811584357e-06
1076,201522,66,Coca,500ml,0,PET,1372679,112919571.0,1.0,82.26218292841953,0.17241176180963902
1077,201522,67,Coca,500ml,0,Can,61952,3947228.0,0.294736842,63.71429493801653,0.007781319206916371
1078,201522,68,Fanta,500ml,0,Can,49054,2759202.0,0.242105263,56.24825702287275,0.006161299592847296
1079,201522,69,Fanta,500ml,0,PET,718655,59601989.0,1.0,82.93546834016323,0.09026478490842078
1080,201523,0,Other,400ml,0,Can,296,31328.0,0.073684211,105.83783783783784,4.1712060238979105e-05
1081,201523,2,Other,400ml,0,Glass,2226,313924.0,0.326315789,141.026055705301,0.00031368596652691717
1082,201523,4,Other,400ml,0,Bottle_Can,1499,158995.0,0.021052632,106.06737825216811,0.0002112377645210462
1083,201523,8,Other,350ml,0,Can,64372,2450631.0,0.452631579,38.06982849686199,0.009071245748998523
1084,201523,9,Other,350ml,0,Glass,22779,2497818.0,0.778947368,109.65441854339524,0.003209996689809814
1085,201523,10,Other,350ml,1,Can,224854,6200295.0,0.4,27.574759621799036,0.03168622835464665
1086,201523,11,Other,350ml,1,Glass,178,18998.0,0.063157895,106.73033707865169,2.5083603792359054e-05
1087,201523,13,Syeda,350ml,0,Can,2578,140448.0,0.084210526,54.47944142746315,0.00036328949762191935
1088,201523,14,Syeda,350ml,0,PET,129,6531.0,0.010526316,50.627906976744185,1.8178566793338867e-05
1089,201523,15,Syeda,350ml,1,PET,136186,14815775.0,0.936842105,108.7907347304422,0.01919121160711354
1090,201523,16,Orangina,350ml,0,Can,309,19318.0,0.031578947,62.51779935275081,4.354400883055589e-05
1091,201523,19,Calpis,350ml,0,Can,1072,55930.0,0.042105263,52.173507462686565,0.00015106529924387027
1092,201523,20,Cc,350ml,0,Can,1105,56886.0,0.063157895,51.48054298642534,0.00015571563028402672
1093,201523,22,Pepsi,350ml,0,Can,106,7188.0,0.021052632,67.81132075471699,1.4937426977472247e-05
1094,201523,23,Pepsi,350ml,1,Can,14,1032.0,0.021052632,73.71428571428571,1.9728677140057685e-06
1095,201523,24,Sun L.,350ml,1,Can,98,10878.0,0.010526316,111.0,1.3810073998040378e-05
1096,201523,25,Coca,350ml,0,Can,24128,1466141.0,0.326315789,60.765127652519894,0.0034000965859665127
1097,201523,26,Fanta,350ml,0,Can,5428,328763.0,0.263157895,60.56798084008843,0.0007649089965445222
1098,201523,28,Coca,350ml,1,Can,2636,151650.0,0.157894737,57.53034901365706,0.0003714628067228004
1099,201523,29,Mets,350ml,0,Can,756,45560.0,0.052631579,60.264550264550266,0.0001065348565563115
1100,201523,30,Mets,350ml,1,Can,6923,348448.0,0.094736842,50.331937021522464,0.0009755830845758524
1101,201523,32,Other,450ml,0,PET,760,40982.0,0.021052632,53.92368421052632,0.00010709853304602743
1102,201523,34,Other,450ml,0,Glass,50,11230.0,0.031578947,224.6,7.045956121449173e-06
1103,201523,36,Orangina,450ml,0,PET,773317,63103242.0,1.0,81.6007432915609,0.1089751529994142
1104,201523,38,Sun L.,450ml,0,PET,851984,71367911.0,0.989473684,83.76672683994066,0.12006083760353504
1105,201523,39,Ito,450ml,0,PET,4092,354877.0,0.221052632,86.72458455522971,0.0005766410489794003
1106,201523,44,Other,500ml,0,Can,2314,192946.0,0.010526316,83.38202247191012,0.0003260868493006677
1107,201523,45,Other,500ml,0,PET,18156,1466060.0,0.189473684,80.7479621061908,0.0025585275868206235
1108,201523,46,Other,500ml,1,PET,54848,4071284.0,0.4,74.22848599766628,0.0077291320269848845
1109,201523,47,Other,500ml,0,Bottle_Can,668,60126.0,0.042105263,90.00898203592814,9.413397378256095e-05
1110,201523,48,Other,500ml,1,Bottle_Can,1390,116298.0,0.010526316,83.66762589928058,0.000195877580176287
1111,201523,49,Syeda,500ml,0,PET,883667,72416818.0,1.0,81.95034781201515,0.12452557815945252
1112,201523,50,Syeda,500ml,1,PET,160066,13295053.0,0.789473684,83.05981907463172,0.022556360250717666
1113,201523,51,Syeda,500ml,0,Can,1032,68228.0,0.084210526,66.1124031007752,0.00014542853434671094
1114,201523,53,Ito,500ml,0,PET,44386,4516219.0,0.6,101.74872707610508,0.00625483616813286
1115,201523,54,Ito,500ml,0,Can,10,680.0,0.010526316,68.0,1.4091912242898345e-06
1116,201523,56,Calpis,500ml,0,PET,289349,24585717.0,0.968421053,84.96907540720721,0.04077480715570393
1117,201523,57,Calpis,500ml,0,Can,50,4174.0,0.010526316,83.48,7.045956121449173e-06
1118,201523,59,Cc,500ml,0,Can,244,17178.0,0.042105263,70.40163934426229,3.4384265872671963e-05
1119,201523,60,Cc,500ml,0,PET,533388,45225402.0,1.0,84.78893788386691,0.07516456887415063
1120,201523,61,Cc,500ml,1,PET,15356,1343174.0,0.389473684,87.4690023443605,0.00216395404401947
1121,201523,62,Pepsi,500ml,0,Can,158,12350.0,0.010526316,78.16455696202532,2.2265221343779386e-05
1122,201523,63,Pepsi,500ml,0,PET,12312,935495.0,0.105263158,75.98237491877843,0.0017349962353456444
1123,201523,64,Pepsi,500ml,1,PET,742336,69793446.0,1.0,94.01867348478316,0.10460933766744186
1124,201523,65,Sun L.,500ml,0,Can,2,188.0,0.010526316,94.0,2.818382448579669e-07
1125,201523,66,Coca,500ml,0,PET,1318067,108307102.0,1.0,82.17116580568363,0.18574084494260293
1126,201523,67,Coca,500ml,0,Can,116065,6955449.0,0.305263158,59.927187351914874,0.016355777944719964
1127,201523,68,Fanta,500ml,0,Can,71804,4037995.0,0.221052632,56.23635173527937,0.010118556666890727
1128,201523,69,Fanta,500ml,0,PET,702726,58005897.0,1.0,82.54411676812869,0.09902753122802983
1129,201524,0,Other,400ml,0,Can,332,34874.0,0.073684211,105.0421686746988,4.003523583105372e-05
1130,201524,2,Other,400ml,0,Glass,2319,316305.0,0.315789474,136.39715394566625,0.0002796437105187156
1131,201524,4,Other,400ml,0,Bottle_Can,1384,144914.0,0.021052632,104.70664739884393,0.00016689387466921189
1132,201524,8,Other,350ml,0,Can,71176,2643007.0,0.442105263,37.13340170844105,0.008582975739491202
1133,201524,9,Other,350ml,0,Glass,22908,2521886.0,0.8,110.08756766195215,0.0027624312723427066
1134,201524,10,Other,350ml,1,Can,257423,7009613.0,0.4,27.22994060359797,0.031042140100413677
1135,201524,11,Other,350ml,1,Glass,156,21024.0,0.063157895,134.76923076923077,1.8811737318205964e-05
1136,201524,13,Syeda,350ml,0,Can,2682,134910.0,0.094736842,50.30201342281879,0.00032341717620146406
1137,201524,14,Syeda,350ml,0,PET,78,2337.0,0.010526316,29.96153846153846,9.405868659102982e-06
1138,201524,15,Syeda,350ml,1,PET,143480,15542482.0,0.947368421,108.32507666573738,0.017301974810360204
1139,201524,16,Orangina,350ml,0,Can,224,14942.0,0.031578947,66.70535714285714,2.701172537998805e-05
1140,201524,19,Calpis,350ml,0,Can,7984,382388.0,0.052631579,47.894288577154306,0.0009627750689010027
1141,201524,20,Cc,350ml,0,Can,1292,64754.0,0.063157895,50.11919504643963,0.00015579977317385966
1142,201524,22,Pepsi,350ml,0,Can,64,4326.0,0.021052632,67.59375,7.717635822853729e-06
1143,201524,23,Pepsi,350ml,1,Can,400,18624.0,0.021052632,46.56,4.8235223892835805e-05
1144,201524,24,Sun L.,350ml,1,Can,172,18402.0,0.010526316,106.98837209302326,2.0741146273919396e-05
1145,201524,25,Coca,350ml,0,Can,18953,1214565.0,0.305263158,64.08299477655252,0.0022855054961022922
1146,201524,26,Fanta,350ml,0,Can,6606,401878.0,0.252631579,60.835301241295795,0.0007966047225901832
1147,201524,28,Coca,350ml,1,Can,1980,123020.0,0.147368421,62.13131313131313,0.00023876435826953723
1148,201524,29,Mets,350ml,0,Can,7040,338086.0,0.073684211,48.023579545454545,0.0008489399405139102
1149,201524,30,Mets,350ml,1,Can,20005,979527.0,0.084210526,48.96410897275681,0.0024123641349404505
1150,201524,32,Other,450ml,0,PET,6,408.0,0.010526316,68.0,7.235283583925371e-07
1151,201524,34,Other,450ml,0,Glass,40,9298.0,0.021052632,232.45,4.82352238928358e-06
1152,201524,36,Orangina,450ml,0,PET,751066,60371367.0,1.0,80.3809079361867,0.09056959167074154
1153,201524,38,Sun L.,450ml,0,PET,703243,58679582.0,0.989473684,83.44140218957033,0.08480270889017383
1154,201524,39,Ito,450ml,0,PET,3757,322874.0,0.221052632,85.93931328187384,0.0004530493404134603
1155,201524,44,Other,500ml,0,Can,2684,222906.0,0.010526316,83.04992548435172,0.00032365835232092823
1156,201524,45,Other,500ml,0,PET,17726,1431967.0,0.189473684,80.78342547670088,0.0021375439468110185
1157,201524,46,Other,500ml,1,PET,57994,4253621.0,0.389473684,73.34588060833879,0.006993383936102799
1158,201524,47,Other,500ml,0,Bottle_Can,692,64798.0,0.042105263,93.63872832369943,8.344693733460594e-05
1159,201524,48,Other,500ml,1,Bottle_Can,1672,138780.0,0.021052632,83.00239234449761,0.00020162323587205366
1160,201524,49,Syeda,500ml,0,PET,837256,69048522.0,1.0,82.47002350535558,0.10096307653905033
1161,201524,50,Syeda,500ml,1,PET,152105,12731254.0,0.789473684,83.70043062358239,0.018342046825549473
1162,201524,51,Syeda,500ml,0,Can,9504,491994.0,0.094736842,51.76704545454545,0.0011460689196937787
1163,201524,53,Ito,500ml,0,PET,47929,4808473.0,0.621052632,100.32491810803481,0.005779665114899318
1164,201524,54,Ito,500ml,0,Can,12,816.0,0.010526316,68.0,1.4470567167850742e-06
1165,201524,56,Calpis,500ml,0,PET,311311,26334072.0,0.968421053,84.59088178702326,0.03754038946325652
1166,201524,57,Calpis,500ml,0,Can,164,12000.0,0.010526316,73.17073170731707,1.977644179606268e-05
1167,201524,59,Cc,500ml,0,Can,244,17998.0,0.031578947,73.76229508196721,2.942348657462984e-05
1168,201524,60,Cc,500ml,0,PET,585286,49012549.0,1.0,83.74119490300468,0.07057850312835574
1169,201524,61,Cc,500ml,1,PET,13054,1141459.0,0.389473684,87.44132066799449,0.0015741565317426965
1170,201524,62,Pepsi,500ml,0,Can,160,12050.0,0.010526316,75.3125,1.929408955713432e-05
1171,201524,63,Pepsi,500ml,0,PET,13449,1022683.0,0.126315789,76.04156442858205,0.001621788815336872
1172,201524,64,Pepsi,500ml,1,PET,1991464,168658154.0,1.0,84.69053620853803,0.2401467797863059
1173,201524,65,Sun L.,500ml,0,Can,6,564.0,0.010526316,94.0,7.235283583925371e-07
1174,201524,66,Coca,500ml,0,PET,1369368,112235538.0,1.0,81.9615603694551,0.16512943017921194
1175,201524,67,Coca,500ml,0,Can,41001,2907811.0,0.305263158,70.92048974415258,0.004944231037075402
1176,201524,68,Fanta,500ml,0,Can,9320,602230.0,0.210526316,64.61695278969957,0.0011238807167030741
1177,201524,69,Fanta,500ml,0,PET,805524,65675864.0,1.0,81.53185255808641,0.09713657622763167
1178,201525,0,Other,400ml,0,Can,210,21570.0,0.073684211,102.71428571428571,2.6256255552885474e-05
1179,201525,2,Other,400ml,0,Glass,2328,328834.0,0.305263158,141.2517182130584,0.00029106934727198756
1180,201525,4,Other,400ml,0,Bottle_Can,1218,121907.0,0.021052632,100.08784893267652,0.00015228628220673575
1181,201525,8,Other,350ml,0,Can,68908,2634369.0,0.473684211,38.230234515586,0.008615552655420154
1182,201525,9,Other,350ml,0,Glass,21527,2389664.0,0.789473684,111.00775769963302,0.0026915162537474555
1183,201525,10,Other,350ml,1,Can,223294,6170796.0,0.4,27.63529696274866,0.027918401559171472
1184,201525,11,Other,350ml,1,Glass,122,15242.0,0.073684211,124.93442622950819,1.525363417834299e-05
1185,201525,13,Syeda,350ml,0,Can,12002,602792.0,0.084210526,50.224295950674886,0.0015006075197415785
1186,201525,15,Syeda,350ml,1,PET,134192,14617713.0,0.947368421,108.93132973649696,0.016777997357870514
1187,201525,16,Orangina,350ml,0,Can,304,19666.0,0.031578947,64.6907894736842,3.80090556575104e-05
1188,201525,17,Ito,350ml,0,Can,4,340.0,0.010526316,85.0,5.001191533882947e-07
1189,201525,19,Calpis,350ml,0,Can,8222,408744.0,0.052631579,49.713451714911216,0.0010279949197896398
1190,201525,20,Cc,350ml,0,Can,1715,87230.0,0.063157895,50.862973760932945,0.00021442608701523137
1191,201525,22,Pepsi,350ml,0,Can,80,5550.0,0.021052632,69.375,1.0002383067765895e-05
1192,201525,23,Pepsi,350ml,1,Can,430,20448.0,0.021052632,47.55348837209302,5.376280898924169e-05
1193,201525,24,Sun L.,350ml,1,Can,174,19160.0,0.010526316,110.11494252873563,2.1755183172390824e-05
1194,201525,25,Coca,350ml,0,Can,22449,1366807.0,0.336842105,60.88498374092387,0.0028067937186034573
1195,201525,26,Fanta,350ml,0,Can,6247,378755.0,0.242105263,60.6299023531295,0.0007810610878041693
1196,201525,28,Coca,350ml,1,Can,1697,107315.0,0.147368421,63.23806717737183,0.00021217555082498406
1197,201525,29,Mets,350ml,0,Can,1722,91438.0,0.052631579,53.09988385598142,0.0002153012955336609
1198,201525,30,Mets,350ml,1,Can,10044,503755.0,0.084210526,50.15481879729192,0.0012557991941580082
1199,201525,32,Other,450ml,0,PET,194,17266.0,0.010526316,89.0,2.4255778939332297e-05
1200,201525,34,Other,450ml,0,Glass,36,6686.0,0.021052632,185.72222222222223,4.501072380494653e-06
1201,201525,36,Orangina,450ml,0,PET,669587,54158978.0,1.0,80.88415396356261,0.08371832088995203
1202,201525,38,Sun L.,450ml,0,PET,707580,58993609.0,0.989473684,83.37376551061364,0.0884685776386224
1203,201525,39,Ito,450ml,0,PET,3123,270617.0,0.210526316,86.65289785462696,0.00039046802900791113
1204,201525,44,Other,500ml,0,Can,2252,187748.0,0.010526316,83.36944937833037,0.00028156708335760997
1205,201525,45,Other,500ml,0,PET,17295,1463571.0,0.231578947,84.62393755420642,0.0021623901894626393
1206,201525,46,Other,500ml,1,PET,52870,3941319.0,0.4,74.54736145261964,0.006610324909909786
1207,201525,47,Other,500ml,0,Bottle_Can,860,79862.0,0.042105263,92.86279069767441,0.00010752561797848338
1208,201525,48,Other,500ml,1,Bottle_Can,1734,144396.0,0.010526316,83.27335640138408,0.0002168016529938258
1209,201525,49,Syeda,500ml,0,PET,733285,60900836.0,1.0,83.052068431783,0.09168246834808393
1210,201525,50,Syeda,500ml,1,PET,143154,11873368.0,0.8,82.94122413624488,0.017898514321036986
1211,201525,51,Syeda,500ml,0,Can,1113,72957.0,0.094736842,65.54986522911051,0.00013915815443029303
1212,201525,53,Ito,500ml,0,PET,43355,4403354.0,0.610526316,101.56507899896205,0.00542066647378738
1213,201525,56,Calpis,500ml,0,PET,299031,25296276.0,0.968421053,84.59415913400282,0.037387782639213794
1214,201525,57,Calpis,500ml,0,Can,100,7140.0,0.010526316,71.4,1.250297883470737e-05
1215,201525,59,Cc,500ml,0,Can,220,16496.0,0.031578947,74.98181818181818,2.7506553436356212e-05
1216,201525,60,Cc,500ml,0,PET,559546,46863408.0,1.0,83.75255653690671,0.0699599179504517
1217,201525,61,Cc,500ml,1,PET,11272,993042.0,0.389473684,88.09811923349893,0.0014093357742482146
1218,201525,62,Pepsi,500ml,0,Can,178,13640.0,0.010526316,76.62921348314607,2.2255302325779116e-05
1219,201525,63,Pepsi,500ml,0,PET,12581,1024791.0,0.126315789,81.45544869247277,0.001572999767194534
1220,201525,64,Pepsi,500ml,1,PET,1509264,128945107.0,1.0,85.43575345333885,0.18870295847985782
1221,201525,65,Sun L.,500ml,0,Can,4,376.0,0.010526316,94.0,5.001191533882947e-07
1222,201525,66,Coca,500ml,0,PET,1368295,111562132.0,1.0,81.53368389126614,0.1710776342463592
1223,201525,67,Coca,500ml,0,Can,27161,2015311.0,0.294736842,74.19870402415228,0.0033959340812948686
1224,201525,68,Fanta,500ml,0,Can,4536,298758.0,0.2,65.8637566137566,0.0005671351199423262
1225,201525,69,Fanta,500ml,0,PET,1312579,107148535.0,1.0,81.63206557471969,0.16411147455881364
1226,201526,0,Other,400ml,0,Can,192,22186.0,0.0625,115.55208333333333,2.775503005710742e-05
1227,201526,2,Other,400ml,0,Glass,2454,333511.0,0.302083333,135.90505297473513,0.0003547439779174042
1228,201526,4,Other,400ml,0,Bottle_Can,759,74472.0,0.020833333,98.11857707509881,0.00010971910319450277
1229,201526,8,Other,350ml,0,Can,62800,2369116.0,0.46875,37.724777070063695,0.009078207747845552
1230,201526,9,Other,350ml,0,Glass,25052,3096027.0,0.84375,123.58402522752674,0.003621453192659662
1231,201526,10,Other,350ml,1,Can,229119,6255348.0,0.385416667,27.301742762494598,0.03312085797736664
1232,201526,11,Other,350ml,1,Glass,1226,180076.0,0.114583333,146.88091353996737,0.000177227431510488
1233,201526,13,Syeda,350ml,0,Can,4580,261534.0,0.09375,57.10349344978166,0.0006620731128205833
1234,201526,15,Syeda,350ml,1,PET,126699,13784834.0,0.958333333,108.79986424517952,0.018315284131278402
1235,201526,16,Orangina,350ml,0,Can,303,20016.0,0.03125,66.05940594059406,4.380090680887265e-05
1236,201526,17,Ito,350ml,0,Can,4,340.0,0.010416667,85.0,5.782297928564046e-07
1237,201526,19,Calpis,350ml,0,Can,1522,82334.0,0.052083333,54.09592641261498,0.00022001643618186194
1238,201526,20,Cc,350ml,0,Can,1197,65158.0,0.0625,54.434419381787805,0.00017303526551227906
1239,201526,22,Pepsi,350ml,0,Can,88,5792.0,0.020833333,65.81818181818181,1.2721055442840901e-05
1240,201526,23,Pepsi,350ml,1,Can,330,15414.0,0.020833333,46.70909090909091,4.770395791065338e-05
1241,201526,24,Sun L.,350ml,1,Can,204,22104.0,0.020833333,108.3529411764706,2.9489719435676633e-05
1242,201526,25,Coca,350ml,0,Can,17787,1125650.0,0.3125,63.28498341485354,0.002571243331384217
1243,201526,26,Fanta,350ml,0,Can,6879,403736.0,0.229166667,58.69108882104957,0.0009944106862648018
1244,201526,28,Coca,350ml,1,Can,1295,84493.0,0.135416667,65.24555984555984,0.00018720189543726097
1245,201526,29,Mets,350ml,0,Can,4476,164514.0,0.052083333,36.75469168900804,0.0006470391382063167
1246,201526,30,Mets,350ml,1,Can,5983,300161.0,0.104166667,50.16897877319071,0.0008648872126649672
1247,201526,32,Other,450ml,0,PET,1010,89988.0,0.010416667,89.0970297029703,0.00014600302269624215
